customerID,ChurnProbability,RiskSegment,Contract,tenure,MonthlyCharges,TotalCharges
4981-FLTMF,4.76,Low Risk,Month-to-month,57,65.2,3687.85
7606-BPHHN,0.39,Low Risk,Two year,72,19.8,1468.75
7005-CCBKV,71.42,High Risk,Month-to-month,6,84.4,556.35
4648-YPBTM,1.82,Low Risk,Two year,53,73.9,3958.25
2325-ZUSFD,5.7,Low Risk,One year,57,70.1,3913.3
1240-KNSEZ,46.54,Medium Risk,Month-to-month,1,20.1,20.1
0430-IHCDJ,48.06,Medium Risk,Month-to-month,15,49.0,749.25
7957-RYHQD,29.14,Low Risk,Month-to-month,40,79.2,3233.85
6164-HAQTX,0.73,Low Risk,Two year,71,53.95,3888.65
0749-IRGQE,55.68,Medium Risk,Month-to-month,13,45.3,528.45
1227-UDMZR,0.45,Low Risk,Two year,72,91.15,6637.9
5473-KHBPS,9.92,Low Risk,One year,52,95.7,4976.15
5297-MDOIR,2.94,Low Risk,One year,63,81.15,5224.5
8873-TMKGR,0.57,Low Risk,One year,29,19.1,529.5
6481-ESCNL,37.52,Medium Risk,Month-to-month,29,100.55,2878.75
0463-WZZKO,16.61,Low Risk,Month-to-month,3,20.75,67.1
1038-RQOST,4.9,Low Risk,Month-to-month,19,20.6,414.95
4937-QPZPO,35.04,Medium Risk,One year,61,99.9,6241.35
3604-WLABM,25.36,Low Risk,Month-to-month,10,54.25,583.0
1360-XFJMR,20.45,Low Risk,One year,67,109.7,7344.45
8717-VCTXJ,3.18,Low Risk,One year,42,19.55,839.4
5196-SGOAK,84.38,High Risk,Month-to-month,1,75.7,75.7
8739-XNIKG,80.14,High Risk,Month-to-month,5,84.0,424.75
2320-TZRRH,3.22,Low Risk,One year,20,19.5,403.15
5186-SAMNZ,83.57,High Risk,Month-to-month,1,69.5,69.5
5760-FXFVO,54.39,Medium Risk,Month-to-month,6,78.95,494.95
5380-WJKOV,57.19,Medium Risk,Month-to-month,34,106.35,3549.25
4703-MQYKT,1.91,Low Risk,Two year,21,19.6,390.4
2001-MCUUW,20.45,Low Risk,Two year,46,108.65,4903.2
4947-DSMXK,46.13,Medium Risk,Month-to-month,34,97.7,3410.0
0076-LVEPS,8.1,Low Risk,Month-to-month,29,45.0,1242.45
5566-SOEZD,7.52,Low Risk,One year,27,80.65,2209.75
7408-OFWXJ,0.34,Low Risk,Two year,72,89.8,6510.45
1097-FSPVW,9.56,Low Risk,Month-to-month,42,54.55,2455.05
4412-YLTKF,52.03,Medium Risk,Month-to-month,27,78.05,2135.5
0420-TXVSG,1.11,Low Risk,Two year,66,66.1,4428.45
7817-BOQPW,75.97,High Risk,Month-to-month,2,75.55,166.3
0963-ZBDRN,45.03,Medium Risk,Month-to-month,32,96.2,3183.4
9685-WKZGT,67.78,High Risk,Month-to-month,14,74.95,1036.75
2139-FQHLM,25.74,Low Risk,Month-to-month,19,89.95,1682.4
5825-XJOCM,3.87,Low Risk,One year,48,64.4,3035.35
0004-TLHLJ,65.29,High Risk,Month-to-month,4,73.9,280.85
7529-ZDFXI,34.08,Medium Risk,Month-to-month,57,89.85,4925.35
6848-YLDFR,5.92,Low Risk,One year,58,75.2,4300.8
5820-PTRYM,3.67,Low Risk,One year,56,68.45,4014.0
2984-RGEYA,0.74,Low Risk,Two year,69,19.75,1375.4
6434-TTGJP,2.41,Low Risk,Two year,10,53.7,521.0
9643-AVVWI,61.19,High Risk,Month-to-month,3,80.0,241.3
3506-OVLKD,3.34,Low Risk,One year,35,26.2,954.9
4946-EDSEW,5.19,Low Risk,Month-to-month,11,19.25,180.3
2924-KHUVI,29.56,Low Risk,One year,56,100.55,5514.95
2263-SFSQZ,1.3,Low Risk,Two year,51,24.95,1222.25
5281-BUZGT,40.01,Medium Risk,Month-to-month,36,90.85,3186.7
3717-FDJFU,1.41,Low Risk,Two year,5,20.45,106.9
2239-CFOUJ,11.08,Low Risk,One year,1,20.4,20.4
8699-ASUFO,67.44,High Risk,Month-to-month,7,74.4,527.9
1122-YJBCS,2.38,Low Risk,One year,69,53.65,3804.4
0628-CNQRM,5.86,Low Risk,One year,22,67.5,1544.05
1705-GUHPV,0.77,Low Risk,Two year,63,24.2,1618.2
4877-TSOFF,6.59,Low Risk,One year,55,75.75,4264.25
7404-JLKQG,43.22,Medium Risk,Month-to-month,3,57.55,161.45
0379-DJQHR,4.43,Low Risk,Two year,67,81.35,5398.6
8993-PHFWD,51.1,Medium Risk,Month-to-month,3,25.25,58.9
3930-ZGWVE,32.94,Medium Risk,Month-to-month,1,19.75,19.75
1965-DDBWU,39.39,Medium Risk,Month-to-month,16,89.05,1448.6
7572-KPVKK,21.02,Low Risk,Two year,62,104.05,6590.5
6854-EXGSF,14.87,Low Risk,Month-to-month,8,65.5,573.15
9483-GCPWE,3.86,Low Risk,One year,9,20.1,190.25
8053-WWDRO,10.09,Low Risk,Month-to-month,6,19.5,146.3
9473-CBZOP,2.71,Low Risk,One year,28,59.0,1654.45
3985-HOYPM,3.51,Low Risk,One year,26,19.4,525.55
8378-LKJAF,47.49,Medium Risk,Month-to-month,38,101.15,3956.7
1310-QRITU,42.15,Medium Risk,Month-to-month,18,50.3,913.3
3237-AJGEH,34.28,Medium Risk,Month-to-month,3,31.0,95.05
6542-LWGXJ,50.03,Medium Risk,Month-to-month,3,25.0,78.25
6953-PBDIN,4.1,Low Risk,Two year,70,72.95,5265.55
6332-FBZRI,3.51,Low Risk,One year,67,69.35,4653.25
9365-CSLBQ,0.46,Low Risk,Two year,71,24.35,1654.6
3466-WAESX,28.88,Low Risk,Month-to-month,16,69.1,1083.7
9700-ISPUP,21.91,Low Risk,Month-to-month,10,65.5,616.9
5167-ZFFMM,87.38,High Risk,Month-to-month,1,90.85,90.85
7669-LCRSD,25.71,Low Risk,Month-to-month,12,56.3,628.65
0870-VEMYL,25.83,Low Risk,Month-to-month,5,53.85,259.8
2995-UPRYS,17.34,Low Risk,One year,40,99.2,4062.2
3179-GBRWV,18.17,Low Risk,Month-to-month,21,64.95,1339.8
0701-TJSEF,15.18,Low Risk,Month-to-month,9,68.25,576.95
1848-LBZHY,23.16,Low Risk,Month-to-month,7,50.3,355.1
5380-XPJNZ,2.48,Low Risk,One year,38,20.05,678.2
6608-QQLVK,66.36,High Risk,Month-to-month,1,50.5,50.5
1475-VWVDO,63.23,High Risk,Month-to-month,7,74.9,490.55
3721-CNEYS,66.04,High Risk,Month-to-month,2,70.95,137.95
4299-OPXEJ,2.64,Low Risk,Two year,56,19.55,1080.55
0096-BXERS,37.37,Medium Risk,Month-to-month,6,50.35,314.55
3055-VTCGS,6.22,Low Risk,One year,63,58.55,3503.5
9405-GPBBG,7.77,Low Risk,Two year,64,110.5,7069.25
6704-UTUKK,34.47,Medium Risk,Month-to-month,29,45.9,1332.4
9944-AEXBM,37.14,Medium Risk,Month-to-month,32,85.65,2664.3
2545-EBUPK,86.77,High Risk,Month-to-month,2,84.05,186.05
6270-OMFIW,20.06,Low Risk,One year,60,94.4,5610.25
1852-XEMDW,11.25,Low Risk,Month-to-month,22,65.05,1427.55
8158-WPEZG,29.67,Low Risk,Month-to-month,11,35.65,425.1
5198-EFNBM,15.4,Low Risk,One year,57,90.65,5199.8
7663-RGWBC,52.82,Medium Risk,Month-to-month,1,44.15,44.15
3970-XGJDU,1.29,Low Risk,Two year,62,19.2,1123.65
6845-RGTYS,43.28,Medium Risk,Month-to-month,47,98.75,4533.7
0123-CRBRT,0.9,Low Risk,Two year,61,88.1,5526.75
6077-BDPXA,63.04,High Risk,Month-to-month,3,70.15,194.2
2250-IVBWA,10.86,Low Risk,Month-to-month,64,81.05,5135.35
6137-NICCO,79.91,High Risk,Month-to-month,6,94.05,518.75
8129-GMVGI,1.57,Low Risk,Two year,56,20.05,1090.1
4353-HYOJD,8.88,Low Risk,Month-to-month,27,49.85,1336.15
8671-KKKOS,23.24,Low Risk,Month-to-month,46,45.55,2062.15
8080-DDEMJ,66.43,High Risk,Month-to-month,1,45.1,45.1
6698-OXETB,1.58,Low Risk,Two year,11,20.4,231.45
3312-UUMZW,50.71,Medium Risk,Month-to-month,32,98.85,3145.9
6376-GAHQE,58.54,Medium Risk,Month-to-month,4,77.85,299.2
0733-VUNUW,8.89,Low Risk,Month-to-month,24,55.65,1400.55
6733-LRIZX,33.78,Medium Risk,Two year,35,108.95,4025.5
2165-VOEGB,11.29,Low Risk,One year,46,105.2,4822.85
1853-UDXBW,85.32,High Risk,Month-to-month,1,70.0,70.0
9070-BCKQP,0.73,Low Risk,Two year,72,110.15,7881.2
1035-IPQPU,37.63,Medium Risk,Month-to-month,63,103.5,6479.4
2057-ZBLPD,55.4,Medium Risk,Month-to-month,21,86.5,1808.7
6967-PEJLL,7.83,Low Risk,One year,37,40.2,1525.35
7879-CGSFV,20.03,Low Risk,One year,55,100.9,5552.05
2257-BOVXD,21.25,Low Risk,Month-to-month,14,66.6,979.5
9822-BIIGN,9.01,Low Risk,Month-to-month,53,71.85,3827.9
1136-XGEQU,10.0,Low Risk,One year,50,84.15,4164.4
2439-LYPMQ,54.94,Medium Risk,Month-to-month,38,102.6,4009.2
6543-XRMYR,59.03,Medium Risk,Month-to-month,30,99.7,2967.35
5753-QQWPW,7.71,Low Risk,One year,28,59.9,1654.7
4785-QRJHC,19.26,Low Risk,One year,46,59.9,2816.65
0052-YNYOT,2.12,Low Risk,One year,67,20.55,1343.4
7054-LGEQW,48.07,Medium Risk,Month-to-month,1,45.95,45.95
0608-JDVEC,2.34,Low Risk,Two year,50,19.8,1013.2
6284-KMNUF,23.96,Low Risk,One year,56,98.0,5270.6
6286-SUUWT,38.56,Medium Risk,Month-to-month,1,19.95,19.95
3594-KADLU,29.0,Low Risk,Month-to-month,3,35.1,101.1
0536-ACXIP,3.29,Low Risk,Two year,72,109.55,8165.1
8869-TORSS,4.65,Low Risk,One year,48,60.35,2896.4
0373-AIVNJ,7.68,Low Risk,One year,9,39.55,373.0
6429-SHBCB,15.15,Low Risk,Month-to-month,19,69.6,1394.55
5751-USDBL,1.31,Low Risk,Two year,46,81.0,3846.35
6815-ABQFQ,29.82,Low Risk,One year,56,107.25,6033.3
9450-TRJUU,46.38,Medium Risk,Month-to-month,35,83.15,2848.45
2805-AUFQN,1.62,Low Risk,Two year,25,19.8,475.2
7855-DIWPO,46.87,Medium Risk,Month-to-month,21,68.65,1493.2
0174-QRVVY,0.43,Low Risk,Two year,71,25.35,1847.55
9507-EXLTT,86.51,High Risk,Month-to-month,1,79.35,79.35
8390-FESFV,1.53,Low Risk,Two year,62,84.5,5193.2
0661-KBKPA,10.76,Low Risk,One year,53,78.75,3942.45
6856-RAURS,67.65,High Risk,Month-to-month,2,74.9,136.05
7322-OCWHC,0.58,Low Risk,Two year,72,93.05,6735.05
2203-GHNWN,36.63,Medium Risk,Month-to-month,24,79.65,1928.7
3413-CSSTH,14.34,Low Risk,Month-to-month,41,55.7,2237.55
3006-XIMLN,83.46,High Risk,Month-to-month,2,94.2,193.8
3750-CKVKH,66.65,High Risk,Month-to-month,2,67.75,116.65
0576-WNXXC,49.73,Medium Risk,Month-to-month,27,95.55,2510.2
7056-IMHCC,53.91,Medium Risk,Month-to-month,53,101.9,5549.4
0866-QLSIR,2.68,Low Risk,One year,34,64.4,2088.75
1628-BIZYP,87.76,High Risk,Month-to-month,1,85.0,85.0
2230-XTUWL,1.41,Low Risk,Two year,48,19.55,883.35
1980-KXVPM,68.38,High Risk,Month-to-month,3,75.05,256.25
8619-IJNDK,0.46,Low Risk,Two year,71,64.05,4492.9
2960-NKRSO,30.95,Medium Risk,Month-to-month,24,85.95,2107.15
6705-LXORM,52.05,Medium Risk,Month-to-month,5,70.05,302.6
7130-VTEWQ,73.67,High Risk,Month-to-month,8,75.75,606.25
9364-YKUVW,11.1,Low Risk,Month-to-month,15,19.8,309.4
2761-OCIAX,66.14,High Risk,Month-to-month,2,74.7,165.4
7996-BPXHY,2.54,Low Risk,Two year,13,25.0,332.5
4248-QPAVC,40.5,Medium Risk,Month-to-month,17,85.35,1463.45
9357-UJRUN,8.32,Low Risk,One year,24,58.35,1346.9
6340-DACFT,1.04,Low Risk,Two year,50,20.55,1070.25
1023-BQXZE,1.97,Low Risk,Two year,57,74.35,4317.35
5480-HPRRX,73.77,High Risk,Month-to-month,3,25.3,77.75
9576-SYUHJ,36.73,Medium Risk,Month-to-month,37,91.15,3369.25
2169-RRLFW,0.56,Low Risk,Two year,71,25.6,1888.25
8338-QIUNR,0.35,Low Risk,Two year,72,66.5,4811.6
0463-TXOAK,1.5,Low Risk,Two year,52,25.6,1334.5
4396-KLSEH,23.62,Low Risk,Month-to-month,4,19.85,63.0
5186-EJEGL,18.34,Low Risk,Month-to-month,9,69.5,653.25
9334-GWGOW,73.78,High Risk,Month-to-month,7,74.85,485.25
5696-JVVQY,2.98,Low Risk,Two year,48,70.1,3238.4
9633-DENPU,17.12,Low Risk,Month-to-month,47,58.6,2723.4
0581-BXBUB,52.09,Medium Risk,Month-to-month,4,72.75,317.75
2750-BJLSB,24.57,Low Risk,One year,47,103.7,4730.6
2770-NSVDG,30.52,Medium Risk,Month-to-month,24,29.1,688.0
8280-MQRQN,55.64,Medium Risk,Month-to-month,1,50.45,50.45
7851-FLGGQ,42.5,Medium Risk,Month-to-month,1,44.65,44.65
9374-YOLBJ,34.58,Medium Risk,Month-to-month,1,19.25,19.25
6583-SZVGP,28.2,Low Risk,Two year,48,108.1,5067.45
2150-OEGBV,2.49,Low Risk,One year,27,20.1,562.6
9372-TXXPS,1.03,Low Risk,Two year,60,59.85,3483.45
6933-FHBZC,5.65,Low Risk,One year,26,56.05,1553.2
4698-KVLLG,2.67,Low Risk,Two year,51,19.6,967.9
8752-STIVR,69.62,High Risk,Month-to-month,4,79.0,303.15
8623-ULFNQ,19.96,Low Risk,Month-to-month,26,66.05,1652.4
9822-WMWVG,41.56,Medium Risk,Month-to-month,41,106.5,4282.4
4304-TSPVK,10.72,Low Risk,Two year,68,114.9,7843.55
1716-LSAMB,1.96,Low Risk,Two year,45,54.65,2553.7
3523-QRQLL,19.16,Low Risk,One year,22,69.5,1498.2
2187-PKZAY,58.95,Medium Risk,Month-to-month,12,79.95,1043.4
1895-QTKDO,44.3,Medium Risk,Month-to-month,1,43.95,43.95
8161-QYMTT,85.64,High Risk,Month-to-month,7,94.1,701.3
2955-PSXOE,36.43,Medium Risk,Month-to-month,1,20.2,20.2
6834-NXDCA,43.49,Medium Risk,Month-to-month,13,23.9,300.8
8701-DGLVH,1.28,Low Risk,Two year,51,20.45,1042.65
2480-SQIOB,32.85,Medium Risk,Month-to-month,4,44.8,169.65
4993-JCRGJ,35.5,Medium Risk,Month-to-month,26,84.3,2281.6
0581-MDMPW,40.91,Medium Risk,Month-to-month,24,88.95,2072.75
7789-CRUVC,9.87,Low Risk,Month-to-month,61,94.2,5895.45
0164-APGRB,1.95,Low Risk,Two year,72,114.9,8496.7
8034-RYTVV,7.85,Low Risk,One year,55,84.25,4589.85
3018-TFTSU,37.62,Medium Risk,Month-to-month,12,81.7,858.6
9777-IQHWP,3.97,Low Risk,Two year,64,93.4,5822.3
6899-PPEEA,62.34,High Risk,Month-to-month,37,96.55,3580.3
6701-YVNQG,0.44,Low Risk,Two year,72,88.7,6301.7
7649-PHJVR,3.52,Low Risk,One year,11,19.5,226.8
9278-VZKCD,47.96,Medium Risk,Month-to-month,52,109.1,5647.95
7636-PEPNS,4.6,Low Risk,One year,58,44.1,2413.05
1575-KRZZE,31.25,Medium Risk,Month-to-month,4,55.2,220.65
8590-OHDIW,2.14,Low Risk,One year,38,20.3,749.35
7764-BDPEE,14.89,Low Risk,Month-to-month,3,20.85,60.65
9480-BQJEI,8.08,Low Risk,One year,62,92.3,5731.45
3354-OADJP,7.31,Low Risk,One year,8,54.25,447.75
3181-MIZBN,12.06,Low Risk,Month-to-month,16,19.75,313.4
9327-QSDED,22.68,Low Risk,Month-to-month,8,43.55,335.4
4892-VLANZ,32.94,Medium Risk,Month-to-month,1,19.8,19.8
0298-XACET,1.9,Low Risk,Two year,52,50.2,2554.0
6917-FIJHC,0.46,Low Risk,Two year,72,26.0,1776.0
6557-BZXLQ,46.62,Medium Risk,Month-to-month,16,69.65,1043.3
2432-TFSMK,17.02,Low Risk,One year,18,89.6,1633.0
4211-MMAZN,32.65,Medium Risk,Month-to-month,1,20.25,20.25
4751-ERMAN,1.71,Low Risk,Two year,72,75.4,5480.25
8430-TWCBX,2.33,Low Risk,One year,49,20.7,1032.05
1942-OQFRW,54.54,Medium Risk,Month-to-month,1,44.0,44.0
4075-JFPGR,13.57,Low Risk,One year,51,93.5,4619.55
3339-EAQNV,9.38,Low Risk,One year,72,97.25,7133.1
5329-KRDTM,1.74,Low Risk,Two year,72,77.35,5396.25
0307-BCOPK,0.78,Low Risk,One year,16,19.05,326.65
6473-ULUHT,19.2,Low Risk,Month-to-month,16,84.9,1398.25
1194-SPVSP,27.87,Low Risk,Month-to-month,1,19.65,19.65
7249-WBIYX,76.05,High Risk,Month-to-month,10,85.6,813.85
2293-IJWPS,33.15,Medium Risk,One year,57,100.75,5985.0
4377-VDHYI,13.95,Low Risk,One year,32,90.8,3023.85
0019-EFAEP,1.74,Low Risk,Two year,72,101.3,7261.25
2480-EJWYP,25.69,Low Risk,One year,58,97.8,5458.8
8970-ANWXO,9.98,Low Risk,One year,23,73.75,1756.6
8739-WWKDU,62.69,High Risk,Month-to-month,25,89.5,2196.15
2171-UDMFD,6.48,Low Risk,Month-to-month,32,19.45,674.55
7036-TYDEC,15.51,Low Risk,Two year,69,104.0,7028.5
3831-YCPUO,0.59,Low Risk,Two year,72,109.5,7854.9
0121-SNYRK,3.36,Low Risk,One year,50,35.4,1748.9
3325-FUYCG,22.88,Low Risk,One year,28,106.1,2847.4
1952-DVVSW,4.06,Low Risk,One year,10,20.1,184.4
3571-DPYUH,6.51,Low Risk,One year,58,94.7,5430.35
2077-MPJQO,73.79,High Risk,Month-to-month,7,75.4,533.05
2391-SOORI,26.62,Low Risk,Month-to-month,4,49.35,219.65
4086-ATNFV,4.06,Low Risk,One year,34,60.8,2042.05
3396-DKDEL,4.99,Low Risk,Two year,70,115.15,8250.0
7471-MQPOS,4.5,Low Risk,One year,71,72.9,5139.65
7181-OQCUT,49.98,Medium Risk,Month-to-month,21,103.85,2215.0
3489-VSFRD,4.12,Low Risk,One year,56,60.25,3282.75
6283-GITPX,0.69,Low Risk,Two year,71,76.9,5522.7
2845-HSJCY,56.06,Medium Risk,Month-to-month,14,87.25,1258.6
7216-KAOID,2.72,Low Risk,One year,41,19.5,798.2
6680-WKXRZ,59.51,Medium Risk,Month-to-month,3,74.4,215.8
2346-LOCWC,1.29,Low Risk,Two year,58,20.5,1191.4
0769-MURVM,0.38,Low Risk,Two year,72,65.7,4575.35
3374-LXDEV,58.97,Medium Risk,Month-to-month,13,89.4,1132.35
5318-YKDPV,1.79,Low Risk,Two year,43,79.15,3566.6
8190-ZTQFB,22.39,Low Risk,One year,41,51.35,2075.1
4512-ZUIYL,47.23,Medium Risk,Month-to-month,2,70.0,153.05
3090-QFUVD,25.11,Low Risk,Month-to-month,1,20.3,20.3
4806-KEXQR,68.66,High Risk,Month-to-month,4,79.9,324.3
2369-FEVNO,44.42,Medium Risk,Month-to-month,1,19.9,19.9
9637-CDTKZ,0.67,Low Risk,Two year,72,114.1,8086.4
2954-PIBKO,0.92,Low Risk,Two year,69,64.15,4254.1
2212-LYASK,16.48,Low Risk,One year,27,45.85,1246.4
9481-SFCQY,19.94,Low Risk,Month-to-month,14,59.8,824.85
2828-SLQPF,20.52,Low Risk,Month-to-month,19,45.0,865.85
4647-MUZON,49.46,Medium Risk,Month-to-month,18,95.95,1745.5
8212-DJRCH,54.14,Medium Risk,Month-to-month,5,90.35,434.5
0516-OOHAR,20.29,Low Risk,One year,28,100.35,2799.0
4973-RLZVI,4.2,Low Risk,One year,30,74.65,2308.6
8089-UZWLX,14.73,Low Risk,Two year,71,104.05,7413.55
9732-KPKBW,37.3,Medium Risk,Month-to-month,1,53.95,53.95
9715-WZCLW,4.02,Low Risk,Two year,71,97.2,6910.3
0257-KXZGU,8.64,Low Risk,Month-to-month,32,62.45,2045.55
0707-HOVVN,9.55,Low Risk,Two year,70,75.5,5212.65
5501-TVMGM,67.51,High Risk,Month-to-month,1,55.25,55.25
3422-LYEPQ,82.81,High Risk,Month-to-month,1,71.0,71.0
2277-VWCNI,42.77,Medium Risk,Month-to-month,4,48.75,179.85
5461-QKNTN,38.62,Medium Risk,Month-to-month,43,94.3,3953.15
3967-KXAPS,0.45,Low Risk,Two year,72,92.3,6719.9
6919-ELBGL,2.14,Low Risk,Two year,72,114.95,8196.4
8361-LTMKD,69.47,High Risk,Month-to-month,4,74.4,306.6
1131-ALZWV,4.28,Low Risk,One year,24,24.6,605.25
5178-LMXOP,92.36,High Risk,Month-to-month,1,95.1,95.1
8992-CEUEN,15.85,Low Risk,Month-to-month,1,18.85,18.85
3320-VEOYC,71.09,High Risk,Month-to-month,14,95.6,1273.3
3672-YITQD,61.91,High Risk,Month-to-month,36,84.1,3021.6
6080-TCMYC,43.6,Medium Risk,Month-to-month,40,81.2,3292.3
6734-FQAJX,17.92,Low Risk,Two year,67,105.05,7171.7
1063-DHQJF,2.16,Low Risk,Two year,69,92.15,6480.9
3976-NLDEZ,36.34,Medium Risk,Month-to-month,1,20.6,20.6
1729-VLAZJ,4.77,Low Risk,One year,10,40.25,411.45
3400-ESFUW,1.57,Low Risk,Two year,55,57.55,3046.4
5271-YNWVR,6.74,Low Risk,Two year,68,113.15,7856.0
1587-FKLZB,41.83,Medium Risk,Month-to-month,66,99.5,6822.15
0958-YHXGP,51.13,Medium Risk,Month-to-month,7,69.9,497.3
1494-EJZDW,1.72,Low Risk,Two year,10,20.15,220.8
1816-FLZDK,32.17,Medium Risk,Month-to-month,1,29.15,29.15
2075-PUEPR,3.11,Low Risk,Two year,55,19.35,1153.25
1833-TCXKK,41.28,Medium Risk,Month-to-month,45,107.75,4882.8
1436-ZMJAN,24.37,Low Risk,Month-to-month,10,67.8,653.15
0106-UGRDO,6.48,Low Risk,Two year,69,116.0,8182.85
1069-XAIEM,92.6,High Risk,Month-to-month,1,85.05,85.05
4213-HKBJO,2.05,Low Risk,Two year,33,25.7,826.1
8345-MVDYC,1.84,Low Risk,Two year,45,81.65,3618.7
2672-OJQZP,45.88,Medium Risk,Month-to-month,1,44.75,44.75
5136-RGMZO,15.64,Low Risk,Month-to-month,31,71.05,2168.15
5774-QPLTF,2.19,Low Risk,One year,50,20.35,938.95
5240-CAOYT,12.02,Low Risk,Month-to-month,57,87.55,4884.85
3707-GNWHM,79.07,High Risk,Month-to-month,1,74.25,74.25
5159-YFPKQ,69.63,High Risk,Month-to-month,2,75.8,160.75
5052-PNLOS,84.71,High Risk,Month-to-month,3,105.35,323.25
6173-GOLSU,41.46,Medium Risk,Month-to-month,67,94.65,6079.0
6661-HBGWL,58.7,Medium Risk,Month-to-month,42,104.75,4323.45
8207-VVMYB,0.74,Low Risk,Two year,70,26.0,2006.95
5324-KTGCG,1.73,Low Risk,One year,71,20.85,1539.75
7354-OIJLX,69.88,High Risk,Month-to-month,9,75.85,724.65
9286-BHDQG,0.43,Low Risk,Two year,72,45.25,3139.8
3567-PQTSO,22.99,Low Risk,One year,53,105.25,5576.3
3197-ARFOY,56.85,Medium Risk,Month-to-month,19,105.0,2007.25
5698-BQJOH,70.84,High Risk,Month-to-month,9,94.4,857.25
1090-ESELR,1.41,Low Risk,Two year,72,105.5,7611.55
0056-EPFBG,2.3,Low Risk,Two year,20,39.4,825.4
4955-VCWBI,2.35,Low Risk,One year,43,20.0,817.95
4717-GHADL,1.97,Low Risk,Two year,50,79.6,4024.2
0058-EVZWM,20.21,Low Risk,Month-to-month,55,89.8,4959.6
7218-HKQFK,69.0,High Risk,Month-to-month,2,94.2,167.5
5057-RKGLH,1.47,Low Risk,Two year,9,20.35,191.1
2309-OSFEU,36.84,Medium Risk,Month-to-month,10,33.9,298.45
3429-IFLEM,0.63,Low Risk,Two year,71,77.35,5550.1
1550-LOAHA,41.55,Medium Risk,Month-to-month,32,84.15,2585.95
1400-MMYXY,89.18,High Risk,Month-to-month,3,105.9,334.65
7503-QQRVF,45.68,Medium Risk,Month-to-month,16,74.3,1178.25
7504-UWHNB,28.9,Low Risk,Month-to-month,25,69.75,1729.35
9565-JSNFM,10.04,Low Risk,One year,38,70.45,2597.6
4735-BJKOU,1.43,Low Risk,Two year,40,20.15,804.85
3580-GICBM,0.82,Low Risk,Two year,61,24.2,1445.2
7632-YUTXB,2.53,Low Risk,One year,25,20.05,520.1
9412-ARGBX,3.97,Low Risk,Two year,48,95.5,4627.85
9576-ANLXO,53.53,Medium Risk,Month-to-month,3,69.55,222.3
1110-KYLGQ,12.46,Low Risk,Month-to-month,63,108.25,6780.1
8696-JKZNU,52.84,Medium Risk,Month-to-month,37,76.25,2841.55
8757-TFHHJ,46.53,Medium Risk,Month-to-month,1,49.8,49.8
2955-BJZHG,37.7,Medium Risk,Month-to-month,17,80.85,1400.85
9048-JVYVF,41.35,Medium Risk,Month-to-month,3,69.35,191.35
0682-USIXD,44.34,Medium Risk,Month-to-month,21,86.05,1818.9
3884-UEBXB,1.24,Low Risk,Two year,67,36.15,2434.45
1776-SPBWV,2.85,Low Risk,One year,34,20.1,682.1
9050-QLROH,39.83,Medium Risk,Month-to-month,18,90.7,1597.25
2925-VDZHY,0.36,Low Risk,Two year,72,88.7,6501.35
9512-UIBFX,33.96,Medium Risk,Month-to-month,18,95.15,1779.95
8676-TRMJS,58.2,Medium Risk,Month-to-month,3,75.0,209.1
3334-CTHOL,58.22,Medium Risk,Month-to-month,1,49.95,49.95
6331-LWDTQ,35.88,Medium Risk,Month-to-month,10,72.15,794.25
3847-BAERP,11.7,Low Risk,Month-to-month,10,20.9,247.0
4709-LKHYG,4.8,Low Risk,One year,29,20.0,540.05
8621-MNIHH,44.14,Medium Risk,Month-to-month,34,94.25,3217.55
8884-ADFVN,86.31,High Risk,Month-to-month,7,101.95,700.85
2885-HIJDH,2.37,Low Risk,Two year,69,86.9,6194.1
8570-KLJYJ,2.28,Low Risk,One year,36,54.45,1893.5
9339-FIIJL,0.89,Low Risk,Two year,72,85.95,6151.9
6223-DHJGV,2.25,Low Risk,One year,42,20.65,958.1
0959-WHOKV,23.7,Low Risk,One year,42,99.0,4298.45
9610-WCESF,7.28,Low Risk,Two year,67,43.9,3097.2
9279-CJEOJ,55.25,Medium Risk,Month-to-month,21,95.4,2025.1
2985-FMWYF,66.4,High Risk,Month-to-month,23,93.5,2341.55
3540-RZJYU,33.53,Medium Risk,Month-to-month,15,86.2,1270.2
2522-WLNSF,5.73,Low Risk,One year,34,64.2,2106.3
6861-XWTWQ,89.75,High Risk,Month-to-month,7,99.25,665.45
8735-NBLWT,6.24,Low Risk,Month-to-month,9,20.4,184.1
1744-JHKYS,9.0,Low Risk,Month-to-month,34,24.7,780.2
0841-NULXI,75.41,High Risk,Month-to-month,1,35.55,35.55
4016-BJKTZ,19.43,Low Risk,Two year,25,108.9,2809.05
9298-WGMRW,1.7,Low Risk,Two year,72,115.5,8312.75
7893-IXHRQ,33.66,Medium Risk,Month-to-month,1,20.55,20.55
8785-CJSHH,47.66,Medium Risk,Month-to-month,60,99.8,5985.75
7654-YWJUF,7.47,Low Risk,One year,43,84.25,3539.25
8909-BOLNL,6.36,Low Risk,One year,3,21.2,52.05
9919-FZDED,1.22,Low Risk,Two year,72,84.1,5981.65
0322-CHQRU,45.87,Medium Risk,Month-to-month,2,45.35,89.5
3587-PMCOY,63.2,High Risk,One year,10,98.9,1064.95
0655-RBDUG,89.62,High Risk,Month-to-month,7,98.05,713.0
